,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP098538.2,-1,70582.0,70637.0,69847.0,69865.0,69848.0,70662.0,70568.0,ATCC49226_opa_1,0
1,NZ_CP098538.2,-1,76518.0,76553.0,75780.0,75798.0,75781.0,76578.0,76504.0,ATCC49226_opa_2,0
2,NZ_CP098538.2,-1,500209.0,500264.0,499468.0,499486.0,499469.0,500289.0,500195.0,ATCC49226_opa_3,0
3,NZ_CP098538.2,1,538509.0,538569.0,539286.0,539304.0,538484.0,539303.0,538583.0,ATCC49226_opa_4,1
4,NZ_CP098538.2,-1,614055.0,614170.0,613326.0,613344.0,613327.0,614196.0,614041.0,ATCC49226_opa_5,0
5,NZ_CP098538.2,1,1215363.0,1215428.0,1216148.0,1216166.0,1215338.0,1216165.0,1215442.0,ATCC49226_opa_6,0
6,NZ_CP098538.2,-1,1415134.0,1415224.0,1414372.0,1414390.0,1414373.0,1415248.0,1415120.0,ATCC49226_opa_7,0
7,NZ_CP098538.2,1,1469425.0,1469490.0,1470213.0,1470231.0,1469400.0,1470230.0,1469504.0,ATCC49226_opa_8,0
8,NZ_CP098538.2,1,1518932.0,1518997.0,1519720.0,1519738.0,1518909.0,1519737.0,1519011.0,ATCC49226_opa_9,1
9,NZ_CP098538.2,-1,1841700.0,1841798.0,1840942.0,1840960.0,1840943.0,1841824.0,1841686.0,ATCC49226_opa_10,1
10,NZ_CP098538.2,-1,2047851.0,2047901.0,2047092.0,2047110.0,2047093.0,2047926.0,2047837.0,ATCC49226_opa_11,0
