,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,1,-1,70074.0,70174.0,69324.0,69342.0,69325.0,70199.0,70060.0,AUNG1065_opa_1,0
1,1,1,124785.0,124835.0,125576.0,125594.0,124761.0,125593.0,124849.0,AUNG1065_opa_2,0
2,1,-1,325071.0,325126.0,324339.0,324357.0,324340.0,325151.0,325057.0,AUNG1065_opa_3,0
3,1,1,982714.0,982744.0,983440.0,983458.0,982688.0,983457.0,982758.0,AUNG1065_opa_4,0
4,1,-1,1060217.0,1060297.0,1059467.0,1059485.0,1059468.0,1060322.0,1060203.0,AUNG1065_opa_5,0
5,1,1,1089624.0,1089724.0,1090456.0,1090474.0,1089599.0,1090473.0,1089738.0,AUNG1065_opa_6,0
6,1,1,1515250.0,1515350.0,1516082.0,1516100.0,1515225.0,1516099.0,1515364.0,AUNG1065_opa_7,0
7,1,1,1520798.0,1520818.0,1521550.0,1521568.0,1520773.0,1521567.0,1520832.0,AUNG1065_opa_8,0
8,1,1,1570431.0,1570441.0,1571182.0,1571200.0,1570406.0,1571199.0,1570455.0,AUNG1065_opa_9,0
9,1,-1,1892581.0,1892661.0,1891831.0,1891849.0,1891832.0,1892685.0,1892567.0,AUNG1065_opa_10,0
10,1,-1,2096292.0,2096392.0,2095542.0,2095560.0,2095543.0,2096417.0,2096278.0,AUNG1065_opa_11,0
