,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,1,-1,69871.0,69936.0,69157.0,69175.0,69158.0,69961.0,69857.0,25818_3#234_opa_1,0
1,1,-1,75378.0,75421.0,74667.0,74685.0,74668.0,75446.0,75364.0,25818_3#234_opa_2,0
2,1,1,925171.0,925191.0,925905.0,925923.0,925146.0,925922.0,925205.0,25818_3#234_opa_3,0
3,1,-1,1003469.0,1003529.0,1002722.0,1002740.0,1002723.0,1003552.0,1003455.0,25818_3#234_opa_4,0
4,1,1,1044182.0,1044227.0,1044971.0,1044989.0,1044157.0,1044988.0,1044241.0,25818_3#234_opa_5,1
5,1,1,1217051.0,1217094.0,1217820.0,1217838.0,1217026.0,1217837.0,1217108.0,25818_3#234_opa_6,0
6,1,-1,1412389.0,1412454.0,1411663.0,1411681.0,1411664.0,1412478.0,1412375.0,25818_3#234_opa_7,0
7,1,1,1465942.0,1465994.0,1466711.0,1466729.0,1465917.0,1466728.0,1466008.0,25818_3#234_opa_8,0
8,1,1,1514993.0,1515003.0,1515732.0,1515750.0,1514968.0,1515749.0,1515017.0,25818_3#234_opa_9,0
9,1,-1,1838808.0,1838923.0,1838058.0,1838076.0,1838059.0,1838948.0,1838794.0,25818_3#234_opa_10,0
10,1,-1,2049330.0,2049375.0,2048595.0,2048613.0,2048596.0,2049398.0,2049316.0,25818_3#234_opa_11,0
