,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_OZ197914.1,-1,69845.0,69900.0,69095.0,69113.0,69096.0,69925.0,69831.0,SAMEA116302676_opa_1,0
1,NZ_OZ197914.1,-1,75519.0,75569.0,74772.0,74790.0,74773.0,75594.0,75505.0,SAMEA116302676_opa_2,0
2,NZ_OZ197914.1,1,984366.0,984376.0,985111.0,985129.0,984343.0,985128.0,984390.0,SAMEA116302676_opa_3,0
3,NZ_OZ197914.1,-1,1062634.0,1062719.0,1061884.0,1061902.0,1061885.0,1062742.0,1062620.0,SAMEA116302676_opa_4,0
4,NZ_OZ197914.1,1,1103371.0,1103391.0,1104087.0,1104105.0,1103346.0,1104104.0,1103405.0,SAMEA116302676_opa_5,0
5,NZ_OZ197914.1,1,1273798.0,1273868.0,1274600.0,1274618.0,1273773.0,1274617.0,1273882.0,SAMEA116302676_opa_6,0
6,NZ_OZ197914.1,-1,1467645.0,1467665.0,1466919.0,1466937.0,1466920.0,1467689.0,1467631.0,SAMEA116302676_opa_7,0
7,NZ_OZ197914.1,1,1521366.0,1521416.0,1522148.0,1522166.0,1521341.0,1522165.0,1521430.0,SAMEA116302676_opa_8,0
8,NZ_OZ197914.1,1,1570427.0,1570444.0,1571173.0,1571191.0,1570402.0,1571190.0,1570458.0,SAMEA116302676_opa_9,0
9,NZ_OZ197914.1,-1,1893965.0,1894070.0,1893215.0,1893233.0,1893216.0,1894094.0,1893951.0,SAMEA116302676_opa_10,0
10,NZ_OZ197914.1,-1,2104022.0,2104072.0,2103272.0,2103290.0,2103273.0,2104097.0,2104008.0,SAMEA116302676_opa_11,0
