,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP131632.1,-1,69851.0,69891.0,69119.0,69137.0,69120.0,69916.0,69837.0,2018S05-288_opa_1,0
1,NZ_CP131632.1,-1,75934.0,75984.0,75193.0,75211.0,75194.0,76009.0,75920.0,2018S05-288_opa_2,0
2,NZ_CP131632.1,-1,570752.0,570787.0,570011.0,570029.0,570012.0,570812.0,570738.0,2018S05-288_opa_3,0
3,NZ_CP131632.1,1,611493.0,611538.0,612234.0,612252.0,611468.0,612251.0,611552.0,2018S05-288_opa_4,1
4,NZ_CP131632.1,-1,689308.0,689363.0,688588.0,688606.0,688589.0,689388.0,689294.0,2018S05-288_opa_5,0
5,NZ_CP131632.1,1,1176578.0,1176628.0,1177321.0,1177339.0,1176553.0,1177338.0,1176642.0,2018S05-288_opa_6,0
6,NZ_CP131632.1,-1,1376493.0,1376543.0,1375752.0,1375770.0,1375753.0,1376567.0,1376479.0,2018S05-288_opa_7,0
7,NZ_CP131632.1,1,1431459.0,1431506.0,1432211.0,1432229.0,1431434.0,1432228.0,1431520.0,2018S05-288_opa_8,0
8,NZ_CP131632.1,1,1480942.0,1480992.0,1481673.0,1481691.0,1480919.0,1481690.0,1481006.0,2018S05-288_opa_9,1
9,NZ_CP131632.1,1,1741423.0,1741473.0,1742179.0,1742197.0,1741398.0,1742196.0,1741487.0,2018S05-288_opa_10,0
10,NZ_CP131632.1,1,1954388.0,1954458.0,1955166.0,1955184.0,1954364.0,1955183.0,1954472.0,2018S05-288_opa_11,1
