,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP131645.1,-1,70424.0,70499.0,69695.0,69713.0,69696.0,70524.0,70410.0,2004S05-027_opa_1,1
1,NZ_CP131645.1,-1,75886.0,75941.0,75145.0,75163.0,75146.0,75964.0,75872.0,2004S05-027_opa_2,0
2,NZ_CP131645.1,1,980873.0,980943.0,981660.0,981678.0,980848.0,981677.0,980957.0,2004S05-027_opa_3,0
3,NZ_CP131645.1,-1,1056493.0,1056518.0,1055771.0,1055789.0,1055772.0,1056543.0,1056479.0,2004S05-027_opa_4,0
4,NZ_CP131645.1,1,1096966.0,1097031.0,1097766.0,1097784.0,1096941.0,1097783.0,1097045.0,2004S05-027_opa_5,0
5,NZ_CP131645.1,1,1158835.0,1158860.0,1159592.0,1159610.0,1158810.0,1159609.0,1158874.0,2004S05-027_opa_6,0
6,NZ_CP131645.1,-1,1470615.0,1470665.0,1469856.0,1469874.0,1469857.0,1470689.0,1470601.0,2004S05-027_opa_7,0
7,NZ_CP131645.1,1,1525450.0,1525485.0,1526190.0,1526208.0,1525425.0,1526207.0,1525499.0,2004S05-027_opa_8,0
8,NZ_CP131645.1,1,1574900.0,1574955.0,1575654.0,1575672.0,1574877.0,1575671.0,1574969.0,2004S05-027_opa_9,0
9,NZ_CP131645.1,-1,1897322.0,1897397.0,1896587.0,1896605.0,1896588.0,1897421.0,1897308.0,2004S05-027_opa_10,0
10,NZ_CP131645.1,-1,2105264.0,2105299.0,2104541.0,2104559.0,2104542.0,2105324.0,2105250.0,2004S05-027_opa_11,0
