,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP145074.1,-1,71746.0,71816.0,71023.0,71041.0,71024.0,71841.0,71732.0,WHO_I_2024_opa_1,0
1,NZ_CP145074.1,-1,77252.0,77302.0,76517.0,76535.0,76518.0,77327.0,77238.0,WHO_I_2024_opa_2,0
2,NZ_CP145074.1,-1,502319.0,502339.0,501587.0,501605.0,501588.0,502364.0,502305.0,WHO_I_2024_opa_3,0
3,NZ_CP145074.1,1,548556.0,548641.0,549349.0,549367.0,548531.0,549366.0,548655.0,WHO_I_2024_opa_4,0
4,NZ_CP145074.1,-1,624332.0,624372.0,623612.0,623630.0,623613.0,624397.0,624318.0,WHO_I_2024_opa_5,0
5,NZ_CP145074.1,1,1223388.0,1223433.0,1224147.0,1224165.0,1223363.0,1224164.0,1223447.0,WHO_I_2024_opa_6,1
6,NZ_CP145074.1,-1,1423879.0,1423919.0,1423156.0,1423174.0,1423157.0,1423943.0,1423865.0,WHO_I_2024_opa_7,1
7,NZ_CP145074.1,1,,,1477954.0,1477972.0,,,,,
8,NZ_CP145074.1,1,1526672.0,1526730.0,1527480.0,1527498.0,1526647.0,1527497.0,1526744.0,WHO_I_2024_opa_8,0
9,NZ_CP145074.1,-1,1850692.0,1850752.0,1849939.0,1849957.0,1849940.0,1850776.0,1850678.0,WHO_I_2024_opa_9,0
10,NZ_CP145074.1,-1,2058817.0,2058837.0,2058082.0,2058100.0,2058083.0,2058862.0,2058803.0,WHO_I_2024_opa_10,0
