,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP145059.1,-1,70262.0,70337.0,69509.0,69527.0,69510.0,70362.0,70248.0,WHO_W_2024_opa_1,1
1,NZ_CP145059.1,-1,75727.0,75777.0,74977.0,74995.0,74978.0,75802.0,75713.0,WHO_W_2024_opa_2,0
2,NZ_CP145059.1,1,1053710.0,1053750.0,1054464.0,1054482.0,1053685.0,1054481.0,1053764.0,WHO_W_2024_opa_3,0
3,NZ_CP145059.1,-1,1131596.0,1131646.0,1130846.0,1130864.0,1130847.0,1131671.0,1131582.0,WHO_W_2024_opa_4,0
4,NZ_CP145059.1,1,1172300.0,1172375.0,1173089.0,1173107.0,1172275.0,1173106.0,1172389.0,WHO_W_2024_opa_5,1
5,NZ_CP145059.1,1,1230124.0,1230174.0,1230909.0,1230927.0,1230099.0,1230926.0,1230188.0,WHO_W_2024_opa_6,0
6,NZ_CP145059.1,-1,1427766.0,1427821.0,1427043.0,1427061.0,1427044.0,1427846.0,1427752.0,WHO_W_2024_opa_7,0
7,NZ_CP145059.1,1,1482485.0,1482525.0,1483260.0,1483278.0,1482460.0,1483277.0,1482539.0,WHO_W_2024_opa_8,0
8,NZ_CP145059.1,1,1531967.0,1532017.0,1532716.0,1532734.0,1531942.0,1532733.0,1532031.0,WHO_W_2024_opa_9,0
9,NZ_CP145059.1,1,1788760.0,1788810.0,1789524.0,1789542.0,1788735.0,1789541.0,1788824.0,WHO_W_2024_opa_10,0
10,NZ_CP145059.1,1,1998278.0,1998373.0,1999099.0,1999117.0,1998254.0,1999116.0,1998387.0,WHO_W_2024_opa_11,0
