,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP145021.1,-1,70963.0,71003.0,70243.0,70261.0,70244.0,71028.0,70949.0,WHO_V_2024_opa_1,0
1,NZ_CP145021.1,-1,76450.0,76485.0,75706.0,75724.0,75707.0,76510.0,76436.0,WHO_V_2024_opa_2,0
2,NZ_CP145021.1,-1,566166.0,566206.0,565437.0,565455.0,565438.0,566231.0,566152.0,WHO_V_2024_opa_3,0
3,NZ_CP145021.1,1,606859.0,606884.0,607619.0,607637.0,606834.0,607636.0,606898.0,WHO_V_2024_opa_4,0
4,NZ_CP145021.1,-1,684434.0,684489.0,683714.0,683732.0,683715.0,684514.0,684420.0,WHO_V_2024_opa_5,0
5,NZ_CP145021.1,1,1228243.0,1228308.0,1229043.0,1229061.0,1228218.0,1229060.0,1228322.0,WHO_V_2024_opa_6,0
6,NZ_CP145021.1,-1,1427518.0,1427563.0,1426774.0,1426792.0,1426775.0,1427587.0,1427504.0,WHO_V_2024_opa_7,0
7,NZ_CP145021.1,1,1480816.0,1480841.0,1481558.0,1481576.0,1480791.0,1481575.0,1480855.0,WHO_V_2024_opa_8,0
8,NZ_CP145021.1,1,1530265.0,1530315.0,1531011.0,1531029.0,1530242.0,1531028.0,1530329.0,WHO_V_2024_opa_9,1
9,NZ_CP145021.1,1,1786287.0,1786342.0,1787059.0,1787077.0,1786262.0,1787076.0,1786356.0,WHO_V_2024_opa_10,0
10,NZ_CP145021.1,1,1997259.0,1997309.0,1998026.0,1998044.0,1997235.0,1998043.0,1997323.0,WHO_V_2024_opa_11,0
