,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP131636.1,-1,70372.0,70412.0,69652.0,69670.0,69653.0,70437.0,70358.0,2016E02-233_opa_1,0
1,NZ_CP131636.1,-1,75859.0,75899.0,75115.0,75133.0,75116.0,75924.0,75845.0,2016E02-233_opa_2,0
2,NZ_CP131636.1,-1,565463.0,565518.0,564734.0,564752.0,564735.0,565543.0,565449.0,2016E02-233_opa_3,0
3,NZ_CP131636.1,1,606171.0,606236.0,606959.0,606977.0,606146.0,606976.0,606250.0,2016E02-233_opa_4,0
4,NZ_CP131636.1,-1,683830.0,683870.0,683110.0,683128.0,683111.0,683895.0,683816.0,2016E02-233_opa_5,0
5,NZ_CP131636.1,1,1228683.0,1228718.0,1229429.0,1229447.0,1228658.0,1229446.0,1228732.0,2016E02-233_opa_6,0
6,NZ_CP131636.1,-1,1427903.0,1427973.0,1427162.0,1427180.0,1427163.0,1427997.0,1427889.0,2016E02-233_opa_7,1
7,NZ_CP131636.1,1,1481003.0,1481073.0,1481787.0,1481805.0,1480978.0,1481804.0,1481087.0,2016E02-233_opa_8,0
8,NZ_CP131636.1,1,1530491.0,1530541.0,1531225.0,1531243.0,1530468.0,1531242.0,1530555.0,2016E02-233_opa_9,1
9,NZ_CP131636.1,1,1786999.0,1787069.0,1787783.0,1787801.0,1786974.0,1787800.0,1787083.0,2016E02-233_opa_10,0
10,NZ_CP131636.1,1,1997713.0,1997748.0,1998459.0,1998477.0,1997689.0,1998476.0,1997762.0,2016E02-233_opa_11,0
