,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP145045.1,-1,71084.0,71134.0,70334.0,70352.0,70335.0,71159.0,71070.0,WHO_L_2024_opa_1,0
1,NZ_CP145045.1,-1,76571.0,76621.0,75836.0,75854.0,75837.0,76646.0,76557.0,WHO_L_2024_opa_2,0
2,NZ_CP145045.1,-1,553456.0,553541.0,552736.0,552754.0,552737.0,553566.0,553442.0,WHO_L_2024_opa_3,0
3,NZ_CP145045.1,1,1154290.0,1154365.0,1155082.0,1155100.0,1154265.0,1155099.0,1154379.0,WHO_L_2024_opa_4,1
4,NZ_CP145045.1,-1,1230139.0,1230189.0,1229404.0,1229422.0,1229405.0,1230214.0,1230125.0,WHO_L_2024_opa_5,0
5,NZ_CP145045.1,1,1270635.0,1270675.0,1271398.0,1271416.0,1270610.0,1271415.0,1270689.0,WHO_L_2024_opa_6,0
6,NZ_CP145045.1,-1,1416542.0,1416617.0,1415786.0,1415804.0,1415787.0,1416641.0,1416528.0,WHO_L_2024_opa_7,0
7,NZ_CP145045.1,1,1469847.0,1469942.0,1470644.0,1470662.0,1469822.0,1470661.0,1469956.0,WHO_L_2024_opa_8,0
8,NZ_CP145045.1,1,1679370.0,1679420.0,1680158.0,1680176.0,1679346.0,1680175.0,1679434.0,WHO_L_2024_opa_9,0
9,NZ_CP145045.1,-1,2004083.0,2004133.0,2003342.0,2003360.0,2003343.0,2004158.0,2004069.0,WHO_L_2024_opa_10,0
10,NZ_CP145045.1,-1,2053557.0,2053607.0,2052837.0,2052855.0,2052838.0,2053632.0,2053543.0,WHO_L_2024_opa_11,0
