,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,1,-1,70417.0,70472.0,69709.0,69727.0,69710.0,70497.0,70403.0,AUNG1291_opa_1,0
1,1,-1,76365.0,76400.0,75627.0,75645.0,75628.0,76425.0,76351.0,AUNG1291_opa_2,0
2,1,1,1056283.0,1056353.0,1057046.0,1057064.0,1056258.0,1057063.0,1056367.0,AUNG1291_opa_3,0
3,1,-1,1134463.0,1134543.0,1133725.0,1133743.0,1133726.0,1134568.0,1134449.0,AUNG1291_opa_4,0
4,1,1,1175196.0,1175251.0,1175989.0,1176007.0,1175171.0,1176006.0,1175265.0,AUNG1291_opa_5,0
5,1,1,1235285.0,1235320.0,1236043.0,1236061.0,1235260.0,1236060.0,1235334.0,AUNG1291_opa_6,0
6,1,-1,1435147.0,1435192.0,1434424.0,1434442.0,1434425.0,1435216.0,1435133.0,AUNG1291_opa_7,0
7,1,1,1490439.0,1490474.0,1491197.0,1491215.0,1490414.0,1491214.0,1490488.0,AUNG1291_opa_8,0
8,1,1,1540015.0,1540055.0,1540775.0,1540793.0,1539990.0,1540792.0,1540069.0,AUNG1291_opa_9,0
9,1,1,1795239.0,1795274.0,1795997.0,1796015.0,1795214.0,1796014.0,1795288.0,AUNG1291_opa_10,0
10,1,1,2007235.0,2007290.0,2008001.0,2008019.0,2007211.0,2008018.0,2007304.0,AUNG1291_opa_11,1
