,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP145067.1,-1,70960.0,71040.0,70204.0,70222.0,70205.0,71065.0,70946.0,WHO_N_2024_opa_1,0
1,NZ_CP145067.1,-1,76355.0,76430.0,75593.0,75611.0,75594.0,76455.0,76341.0,WHO_N_2024_opa_2,1
2,NZ_CP145067.1,-1,572953.0,572978.0,572200.0,572218.0,572201.0,573003.0,572939.0,WHO_N_2024_opa_3,0
3,NZ_CP145067.1,1,613556.0,613631.0,614375.0,614393.0,613531.0,614392.0,613645.0,WHO_N_2024_opa_4,1
4,NZ_CP145067.1,-1,691157.0,691192.0,690446.0,690464.0,690447.0,691217.0,691143.0,WHO_N_2024_opa_5,0
5,NZ_CP145067.1,1,1176335.0,1176370.0,1177066.0,1177084.0,1176310.0,1177083.0,1176384.0,WHO_N_2024_opa_6,0
6,NZ_CP145067.1,-1,1371046.0,1371156.0,1370290.0,1370308.0,1370291.0,1371180.0,1371032.0,WHO_N_2024_opa_7,0
7,NZ_CP145067.1,1,1425987.0,1426037.0,1426730.0,1426748.0,1425962.0,1426747.0,1426051.0,WHO_N_2024_opa_8,0
8,NZ_CP145067.1,1,1475006.0,1475026.0,1475707.0,1475725.0,1474981.0,1475724.0,1475040.0,WHO_N_2024_opa_9,0
9,NZ_CP145067.1,1,1736611.0,1736661.0,1737354.0,1737372.0,1736586.0,1737371.0,1736675.0,WHO_N_2024_opa_10,0
10,NZ_CP145067.1,1,1948459.0,1948534.0,1949272.0,1949290.0,1948435.0,1949289.0,1948548.0,WHO_N_2024_opa_11,0
