,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_AP019853.2,-1,69988.0,70023.0,69268.0,69286.0,69269.0,70048.0,69974.0,SS3160_opa_1,0
1,NZ_AP019853.2,-1,75431.0,75476.0,74723.0,74741.0,74724.0,75499.0,75417.0,SS3160_opa_2,0
2,NZ_AP019853.2,1,982950.0,982970.0,983675.0,983693.0,982925.0,983692.0,982984.0,SS3160_opa_3,0
3,NZ_AP019853.2,-1,1058325.0,1058350.0,1057605.0,1057623.0,1057606.0,1058375.0,1058311.0,SS3160_opa_4,0
4,NZ_AP019853.2,1,1098744.0,1098779.0,1099484.0,1099502.0,1098719.0,1099501.0,1098793.0,SS3160_opa_5,0
5,NZ_AP019853.2,1,1268647.0,1268702.0,1269425.0,1269443.0,1268622.0,1269442.0,1268716.0,SS3160_opa_6,0
6,NZ_AP019853.2,-1,1468682.0,1468732.0,1467944.0,1467962.0,1467945.0,1468756.0,1468668.0,SS3160_opa_7,0
7,NZ_AP019853.2,1,1522457.0,1522497.0,1523187.0,1523205.0,1522434.0,1523204.0,1522511.0,SS3160_opa_8,0
8,NZ_AP019853.2,1,1571713.0,1571763.0,1572453.0,1572471.0,1571690.0,1572470.0,1571777.0,SS3160_opa_9,1
9,NZ_AP019853.2,-1,1890410.0,1890465.0,1889657.0,1889675.0,1889658.0,1890489.0,1890396.0,SS3160_opa_10,1
10,NZ_AP019853.2,-1,2097998.0,2098038.0,2097285.0,2097303.0,2097286.0,2098060.0,2097984.0,SS3160_opa_11,0
