,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP032429.2,-1,71349.0,71389.0,70629.0,70647.0,70630.0,71414.0,71335.0,TFG-B2_opa_1,0
1,NZ_CP032429.2,-1,76831.0,76871.0,76093.0,76111.0,76094.0,76896.0,76817.0,TFG-B2_opa_2,0
2,NZ_CP032429.2,1,986601.0,986621.0,987329.0,987347.0,986576.0,987346.0,986635.0,TFG-B2_opa_3,0
3,NZ_CP032429.2,-1,1064173.0,1064283.0,1063424.0,1063442.0,1063425.0,1064308.0,1064159.0,TFG-B2_opa_4,0
4,NZ_CP032429.2,1,1104970.0,1105020.0,1105752.0,1105770.0,1104945.0,1105769.0,1105034.0,TFG-B2_opa_5,0
5,NZ_CP032429.2,1,1277802.0,1277882.0,1278613.0,1278631.0,1277777.0,1278630.0,1277896.0,TFG-B2_opa_6,0
6,NZ_CP032429.2,-1,1477461.0,1477506.0,1476714.0,1476732.0,1476715.0,1477530.0,1477447.0,TFG-B2_opa_7,0
7,NZ_CP032429.2,1,1530974.0,1531014.0,1531722.0,1531740.0,1530949.0,1531739.0,1531028.0,TFG-B2_opa_8,0
8,NZ_CP032429.2,1,1580476.0,1580516.0,1581212.0,1581230.0,1580451.0,1581229.0,1580530.0,TFG-B2_opa_9,0
9,NZ_CP032429.2,-1,1902555.0,1902620.0,1901802.0,1901820.0,1901803.0,1902644.0,1902541.0,TFG-B2_opa_10,0
10,NZ_CP032429.2,-1,2108740.0,2108780.0,2108015.0,2108033.0,2108016.0,2108805.0,2108726.0,TFG-B2_opa_11,0
