,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP145080.1,-1,71216.0,71241.0,70490.0,70508.0,70491.0,71266.0,71202.0,WHO_E_2024_opa_1,0
1,NZ_CP145080.1,-1,76591.0,76631.0,75853.0,75871.0,75854.0,76656.0,76577.0,WHO_E_2024_opa_2,0
2,NZ_CP145080.1,1,986563.0,986603.0,987314.0,987332.0,986538.0,987331.0,986617.0,WHO_E_2024_opa_3,0
3,NZ_CP145080.1,-1,1064228.0,1064293.0,1063499.0,1063517.0,1063500.0,1064318.0,1064214.0,WHO_E_2024_opa_4,0
4,NZ_CP145080.1,1,1101408.0,1101496.0,1102219.0,1102237.0,1101383.0,1102236.0,1101510.0,WHO_E_2024_opa_5,0
5,NZ_CP145080.1,1,1273753.0,1273803.0,1274517.0,1274535.0,1273728.0,1274534.0,1273817.0,WHO_E_2024_opa_6,0
6,NZ_CP145080.1,-1,1468179.0,1468199.0,1467423.0,1467441.0,1467424.0,1468223.0,1468165.0,WHO_E_2024_opa_7,0
7,NZ_CP145080.1,1,1522501.0,1522551.0,1523283.0,1523301.0,1522476.0,1523300.0,1522565.0,WHO_E_2024_opa_8,0
8,NZ_CP145080.1,1,1572030.0,1572055.0,1572793.0,1572811.0,1572005.0,1572810.0,1572069.0,WHO_E_2024_opa_9,0
9,NZ_CP145080.1,-1,1894096.0,1894141.0,1893337.0,1893355.0,1893338.0,1894165.0,1894082.0,WHO_E_2024_opa_10,0
10,NZ_CP145080.1,-1,2096148.0,2096188.0,2095410.0,2095428.0,2095411.0,2096213.0,2096134.0,WHO_E_2024_opa_11,0
