,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP145077.1,-1,70373.0,70418.0,69635.0,69653.0,69636.0,70443.0,70359.0,WHO_G_2024_opa_1,1
1,NZ_CP145077.1,-1,75718.0,75758.0,74971.0,74989.0,74972.0,75783.0,75704.0,WHO_G_2024_opa_2,0
2,NZ_CP145077.1,-1,571934.0,571969.0,571181.0,571199.0,571182.0,571994.0,571920.0,WHO_G_2024_opa_3,0
3,NZ_CP145077.1,1,612623.0,612678.0,613395.0,613413.0,612598.0,613412.0,612692.0,WHO_G_2024_opa_4,0
4,NZ_CP145077.1,-1,690175.0,690230.0,689464.0,689482.0,689465.0,690255.0,690161.0,WHO_G_2024_opa_5,0
5,NZ_CP145077.1,1,1175501.0,1175551.0,1176268.0,1176286.0,1175476.0,1176285.0,1175565.0,WHO_G_2024_opa_6,0
6,NZ_CP145077.1,-1,1370220.0,1370285.0,1369470.0,1369488.0,1369471.0,1370309.0,1370206.0,WHO_G_2024_opa_7,0
7,NZ_CP145077.1,1,1425294.0,1425394.0,1426111.0,1426129.0,1425269.0,1426128.0,1425408.0,WHO_G_2024_opa_8,0
8,NZ_CP145077.1,1,1474814.0,1474854.0,1475550.0,1475568.0,1474789.0,1475567.0,1474868.0,WHO_G_2024_opa_9,0
9,NZ_CP145077.1,1,1731216.0,1731311.0,1732028.0,1732046.0,1731191.0,1732045.0,1731325.0,WHO_G_2024_opa_10,0
10,NZ_CP145077.1,1,1943141.0,1943191.0,1943932.0,1943950.0,1943117.0,1943949.0,1943205.0,WHO_G_2024_opa_11,0
