,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,1,-1,69523.0,69588.0,68779.0,68797.0,68780.0,69613.0,69509.0,AUNG1251_opa_1,0
1,1,-1,75631.0,75671.0,74890.0,74908.0,74891.0,75696.0,75617.0,AUNG1251_opa_2,0
2,1,-1,570086.0,570126.0,569351.0,569369.0,569352.0,570151.0,570072.0,AUNG1251_opa_3,0
3,1,1,610830.0,610925.0,611621.0,611639.0,610805.0,611638.0,610939.0,AUNG1251_opa_4,0
4,1,-1,688445.0,688465.0,687692.0,687710.0,687693.0,688490.0,688431.0,AUNG1251_opa_5,0
5,1,1,1175868.0,1175905.0,1176598.0,1176616.0,1175843.0,1176615.0,1175919.0,AUNG1251_opa_6,0
6,1,-1,1375788.0,1375863.0,1375045.0,1375063.0,1375046.0,1375887.0,1375774.0,AUNG1251_opa_7,0
7,1,1,1430772.0,1430809.0,1431502.0,1431520.0,1430747.0,1431519.0,1430823.0,AUNG1251_opa_8,0
8,1,1,1480207.0,1480257.0,1480953.0,1480971.0,1480182.0,1480970.0,1480271.0,AUNG1251_opa_9,0
9,1,1,1739817.0,1739859.0,1740591.0,1740609.0,1739792.0,1740608.0,1739873.0,AUNG1251_opa_10,1
10,1,1,1953090.0,1953185.0,1953893.0,1953911.0,1953066.0,1953910.0,1953199.0,AUNG1251_opa_11,0
