,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP050505.1,-1,70624.0,70731.0,69874.0,69892.0,69875.0,70756.0,70610.0,BJ16148_opa_1,0
1,NZ_CP050505.1,-1,76168.0,76263.0,75433.0,75451.0,75434.0,76288.0,76154.0,BJ16148_opa_2,0
2,NZ_CP050505.1,1,983895.0,983935.0,984640.0,984658.0,983870.0,984657.0,983949.0,BJ16148_opa_3,0
3,NZ_CP050505.1,-1,1059284.0,1059319.0,1058564.0,1058582.0,1058565.0,1059344.0,1059270.0,BJ16148_opa_4,0
4,NZ_CP050505.1,1,1099713.0,1099748.0,1100453.0,1100471.0,1099688.0,1100470.0,1099762.0,BJ16148_opa_5,0
5,NZ_CP050505.1,1,1269388.0,1269458.0,1270178.0,1270196.0,1269363.0,1270195.0,1269472.0,BJ16148_opa_6,0
6,NZ_CP050505.1,-1,1469160.0,1469250.0,1468422.0,1468440.0,1468423.0,1469274.0,1469146.0,BJ16148_opa_7,0
7,NZ_CP050505.1,1,1522974.0,1523014.0,1523719.0,1523737.0,1522949.0,1523736.0,1523028.0,BJ16148_opa_8,0
8,NZ_CP050505.1,1,1572245.0,1572275.0,1572998.0,1573016.0,1572222.0,1573015.0,1572289.0,BJ16148_opa_9,0
9,NZ_CP050505.1,-1,1890855.0,1890905.0,1890096.0,1890114.0,1890097.0,1890929.0,1890841.0,BJ16148_opa_10,0
10,NZ_CP050505.1,-1,2098224.0,2098269.0,2097474.0,2097492.0,2097475.0,2098294.0,2098210.0,BJ16148_opa_11,1
