,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP097846.1,-1,71356.0,71396.0,70614.0,70632.0,70615.0,71421.0,71342.0,AT159_opa_1,0
1,NZ_CP097846.1,-1,327544.0,327599.0,326845.0,326863.0,326846.0,327622.0,327530.0,AT159_opa_2,0
2,NZ_CP097846.1,-1,377045.0,377110.0,376298.0,376316.0,376299.0,377135.0,377031.0,AT159_opa_3,0
3,NZ_CP097846.1,1,432845.0,432905.0,433649.0,433667.0,432821.0,433666.0,432919.0,AT159_opa_4,0
4,NZ_CP097846.1,1,1064333.0,1064373.0,1065066.0,1065084.0,1064308.0,1065083.0,1064387.0,AT159_opa_5,0
5,NZ_CP097846.1,-1,1142007.0,1142047.0,1141279.0,1141297.0,1141280.0,1142072.0,1141993.0,AT159_opa_6,0
6,NZ_CP097846.1,1,1182451.0,1182516.0,1183260.0,1183278.0,1182426.0,1183277.0,1182530.0,AT159_opa_7,0
7,NZ_CP097846.1,1,1244122.0,1244162.0,1244867.0,1244885.0,1244097.0,1244884.0,1244176.0,AT159_opa_8,0
8,NZ_CP097846.1,1,1790871.0,1790936.0,1791680.0,1791698.0,1790846.0,1791697.0,1790950.0,AT159_opa_9,0
9,NZ_CP097846.1,1,1796401.0,1796501.0,1797233.0,1797251.0,1796376.0,1797250.0,1796515.0,AT159_opa_10,0
10,NZ_CP097846.1,1,2008819.0,2008849.0,2009578.0,2009596.0,2008795.0,2009595.0,2008863.0,AT159_opa_11,0
