,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP131638.1,-1,71177.0,71242.0,70433.0,70451.0,70434.0,71267.0,71163.0,2014E02-242_opa_1,0
1,NZ_CP131638.1,-1,76606.0,76646.0,75883.0,75901.0,75884.0,76671.0,76592.0,2014E02-242_opa_2,0
2,NZ_CP131638.1,-1,500878.0,500968.0,500155.0,500173.0,500156.0,500993.0,500864.0,2014E02-242_opa_3,1
3,NZ_CP131638.1,1,541675.0,541725.0,542419.0,542437.0,541650.0,542436.0,541739.0,2014E02-242_opa_4,0
4,NZ_CP131638.1,-1,619268.0,619328.0,618542.0,618560.0,618543.0,619353.0,619254.0,2014E02-242_opa_5,1
5,NZ_CP131638.1,1,1277535.0,1277585.0,1278299.0,1278317.0,1277510.0,1278316.0,1277599.0,2014E02-242_opa_6,0
6,NZ_CP131638.1,-1,1475840.0,1475915.0,1475072.0,1475090.0,1475073.0,1475939.0,1475826.0,2014E02-242_opa_7,0
7,NZ_CP131638.1,1,1529580.0,1529620.0,1530325.0,1530343.0,1529555.0,1530342.0,1529634.0,2014E02-242_opa_8,0
8,NZ_CP131638.1,1,1579007.0,1579032.0,1579728.0,1579746.0,1578982.0,1579745.0,1579046.0,2014E02-242_opa_9,0
9,NZ_CP131638.1,-1,1901119.0,1901169.0,1900366.0,1900384.0,1900367.0,1901193.0,1901105.0,2014E02-242_opa_10,0
10,NZ_CP131638.1,-1,2109132.0,2109172.0,2108409.0,2108427.0,2108410.0,2109197.0,2109118.0,2014E02-242_opa_11,0
